==========================
DFS on graph by order
DFS on reverse graph
Label
Load Graph
Load Reverse Graph
1	100000
1	100001
1	100004
1	10001
1	100059
1	100060
1	100067
1	100072
1	100074
1	100080
1	100081
1	100103
1	100144
1	100145
1	100146
1	100164
1	100167
1	100169
1	100186
1	100189
1	100190
1	100191
1	100192
1	100194
1	100198
1	1002
1	10020
1	100200
1	100203
1	100206
1	100207
1	100209
1	10021
1	100210
1	100211
1	100212
1	100213
1	100216
1	100217
1	100223
1	100225
1	100226
1	100229
1	100238
1	100241
1	100285
1	1003
1	10030
1	100308
1	100314
1	100332
1	100335
1	100339
1	100340
1	10035
1	100350
1	100351
1	100352
1	100355
1	100374
1	100387
1	10039
1	100390
1	100391
1	100393
1	100394
1	1004
1	10040
1	100400
1	100401
1	100402
1	100408
1	100423
1	100427
1	100435
1	100436
1	100437
1	100438
1	100439
1	10044
1	100440
1	100441
1	100443
1	100445
1	100451
1	100453
1	100457
1	100461
1	100462
1	100497
1	100500
1	100503
1	100518
1	100534
1	100541
1	100542
1	100545
1	100546
1	100558
1	100614
1	100618
1	100624
1	100626
1	100655
1	10066
1	100673
1	10070
1	100707
1	100742
1	100753
1	100756
1	100784
1	100831
1	100832
1	100833
1	100840
1	100841
1	100844
1	100847
1	10085
1	100851
1	10086
1	100864
1	100869
1	10087
1	100873
1	100877
1	100887
1	100909
1	100918
1	100919
1	100922
1	100923
1	100927
1	100931
1	100970
1	100973
1	100985
1	100990
1	101032
1	101034
1	101038
1	101039
1	101047
1	10106
1	101088
1	101129
1	101130
1	101160
1	101179
1	101182
1	101190
1	101192
1	101193
1	101195
1	101228
1	101261
1	101262
1	101281
1	101293
1	101295
1	101299
1	101300
1	101311
1	101316
1	101319
1	101320
1	101321
1	101322
1	10133
1	101332
1	101338
1	101340
1	101350
1	101351
1	101354
1	101356
1	101358
1	101381
1	101382
1	101387
1	101388
1	101416
1	101445
1	101446
1	10148
1	101528
1	101537
1	101538
1	101539
1	10154
1	101540
1	101541
1	101542
1	101544
1	101545
1	101547
1	101565
1	101577
1	10165
1	101651
1	10167
1	10168
1	101688
1	101689
1	101690
1	101691
1	101694
1	101710
1	101720
1	101722
1	101750
1	101753
1	101756
1	101757
1	101759
1	10177
1	101771
1	101790
1	101791
1	101792
1	101794
1	101795
1	101796
1	101797
1	101798
1	101799
1	10180
1	101800
1	101801
1	101803
1	101804
1	101805
1	10181
1	10182
1	10183
1	101838
1	101839
1	10184
1	101842
1	101852
1	101860
1	101889
1	101895
1	101912
1	101917
1	101925
1	101991
1	102022
1	102023
1	102024
1	102026
1	102027
1	102032
1	102039
1	102040
1	102041
1	102042
1	102043
1	102080
1	102081
1	102082
1	102083
1	102087
1	102088
1	102089
1	102112
1	102122
1	102125
1	102136
1	102147
1	102177
1	102178
1	102179
1	10218
1	102180
1	10219
1	102269
1	102285
1	102286
1	102288
1	102290
1	102291
1	102292
1	102293
1	102294
1	102295
1	102302
1	102321
1	102322
1	102339
1	102341
1	102342
1	102345
1	102346
1	102387
1	102405
1	102421
1	102426
1	102428
1	102429
